months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,fraud_flag,reviews
133,22,117783,02/22/09,OH,250/500,1000,1749.99,0,593326,FEMALE,PhD,sales,board-games,husband,62064,-6930,12/31/14,Single Vehicle Collision,Front Collision,Minor Damage,Other,SC,Hillsdale,5884 2nd Drive,20,1,YES,2,2,NO,109021,6268,18336,84417,Chevrolet,Highlander,2002,Y,1,
240,44,123653,06/08/02,NC,100/300,1000,818.68,4000000,604212,MALE,MD,tech-support,bungie-jumping,wife,11379,-16255,08/28/14,Multi-vehicle Collision,Front Collision,Minor Damage,,NY,Northbend,3517 2nd Drive,15,3,NO,1,2,YES,9927,2087,1713,6127,Accura,E400,2004,N,0,
326,24,737903,03/27/98,OH,500/1000,2000,1959.55,4000000,525082,FEMALE,Masters,sales,golf,unmarried,66921,-8621,01/13/15,Multi-vehicle Collision,?,Total Loss,,NY,Springfield,5394 1st Ave,18,2,NO,2,3,YES,59788,10622,12638,36528,Honda,RAM,2013,N,0,
93,69,489786,08/12/06,IN,250/500,1000,1179.46,3000000,496593,FEMALE,High School,priv-house-serv,sleeping,husband,51325,-33287,07/11/15,Single Vehicle Collision,Rear Collision,Minor Damage,Police,OH,Northbend,6232 3rd Hwy,7,1,YES,2,0,NO,88007,9940,8967,69100,Saab,92x,2001,N,0,
463,47,804986,02/08/00,OH,500/1000,2000,1452.82,5000000,678232,MALE,MD,protective-serv,golf,unmarried,68740,-8338,05/25/14,Vehicle Theft,Front Collision,Total Loss,Police,NC,Hillsdale,7540 2nd Drive,21,1,YES,0,3,?,86168,15557,9418,61193,Nissan,Highlander,1995,Y,1,
259,79,725603,01/24/10,IN,100/300,500,1987.94,6000000,484421,FEMALE,MD,protective-serv,sleeping,husband,15701,-58096,03/25/14,Vehicle Theft,Front Collision,Minor Damage,,IL,Arlington,8535 1st Ave,8,1,YES,1,2,YES,59725,10052,11053,38620,Chevrolet,E400,2014,N,0,
233,22,644836,03/04/98,IL,250/500,1000,1991.45,5000000,486043,FEMALE,Associate,protective-serv,skydiving,other-relative,29385,-30954,12/26/15,Single Vehicle Collision,Front Collision,Major Damage,Police,VA,Springfield,6645 Elm Lane,4,2,NO,2,2,NO,108672,21598,10059,77015,Audi,Tahoe,2013,N,0,
373,22,273407,09/17/92,IL,250/500,1000,1392.01,4000000,653725,MALE,Associate,armed-forces,dancing,husband,8187,-26856,02/06/14,Parked Car,?,Major Damage,Police,WV,Springfield,1908 5th Ridge,14,2,YES,2,2,YES,44428,3294,3314,37820,Ford,Pathfinder,2009,N,0,
104,26,179560,05/02/08,SC,100/300,1000,1629.31,5000000,453389,FEMALE,Masters,priv-house-serv,golf,other-relative,66058,-30810,08/27/15,Multi-vehicle Collision,Front Collision,Major Damage,Police,IN,Hillsdale,7172 Maple Drive,10,3,NO,2,2,NO,20660,3925,2392,14343,Dodge,Camry,2006,N,0,
141,38,202260,10/28/95,SC,250/500,500,1979.91,0,664449,FEMALE,Associate,machine-op-inspct,golf,other-relative,64132,-3284,01/22/15,Vehicle Theft,Rear Collision,Major Damage,Other,NC,Springfield,4823 5th Ridge,10,1,YES,1,2,NO,114142,15064,24863,74215,Honda,92x,2011,Y,1,
461,56,183204,11/26/15,OH,250/500,2000,1202.42,4000000,620487,FEMALE,High School,exec-managerial,sleeping,husband,35156,-33359,11/04/14,Vehicle Theft,Side Collision,Total Loss,Police,VA,Riverwood,9071 4th St,15,2,NO,1,2,NO,41045,5836,9511,25698,Saab,Civic,2010,N,0,
352,40,347593,03/10/05,IN,500/1000,1000,905.18,5000000,526324,FEMALE,MD,machine-op-inspct,skydiving,unmarried,45458,-4127,04/30/14,Multi-vehicle Collision,Front Collision,Total Loss,Police,NC,Riverwood,6631 5th Ridge,23,1,YES,2,0,YES,116331,20423,18411,77497,Toyota,RSX,1998,Y,1,
472,76,403868,02/23/11,IN,250/500,500,1844.69,0,538614,MALE,PhD,tech-support,bungie-jumping,wife,60150,-33790,12/11/15,Parked Car,Front Collision,Minor Damage,,NC,Springfield,7444 Maple Drive,3,2,YES,1,2,YES,23434,2778,3449,17207,Chevrolet,Pathfinder,2014,N,0,
314,79,684885,06/27/04,SC,500/1000,500,804.27,4000000,616527,FEMALE,PhD,machine-op-inspct,camping,other-relative,78262,-3423,11/25/14,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Columbus,2321 3rd Hwy,3,2,YES,1,1,YES,34718,7825,4886,22007,Toyota,95,2009,N,0,
68,20,704775,10/13/90,SC,500/1000,1000,1803.93,6000000,521042,FEMALE,MD,tech-support,golf,husband,12100,-10256,08/21/14,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NC,Northbend,2901 1st Ave,14,2,YES,1,1,YES,33681,3553,4273,25855,Accura,A3,1996,N,0,
377,58,593641,02/26/15,WV,100/300,500,1898.54,3000000,569806,FEMALE,High School,machine-op-inspct,skydiving,other-relative,27973,-64578,02/15/14,Single Vehicle Collision,Side Collision,Total Loss,Fire,OH,Columbus,2239 2nd Drive,20,3,NO,0,1,NO,67754,9188,13201,45365,Nissan,Highlander,1996,N,0,
449,55,829984,12/11/98,NC,100/300,2000,1075.95,4000000,558970,FEMALE,Associate,sales,bungie-jumping,husband,30069,-28104,11/17/15,Single Vehicle Collision,Side Collision,Total Loss,Police,IL,Hillsdale,7414 4th St,11,3,NO,1,2,YES,70127,11443,4379,54305,Saab,Tahoe,2009,Y,1,
63,71,724924,03/17/92,SC,100/300,2000,1641.35,4000000,567638,FEMALE,High School,machine-op-inspct,sleeping,wife,27416,-34540,07/06/15,Multi-vehicle Collision,Rear Collision,Major Damage,Police,VA,Hillsdale,6390 2nd Drive,1,2,?,0,2,YES,36937,7147,3077,26713,Dodge,E400,2010,N,0,
146,46,683316,09/27/07,NY,250/500,2000,1780.56,5000000,493801,FEMALE,MD,armed-forces,bungie-jumping,husband,41377,-57318,02/12/14,Single Vehicle Collision,Side Collision,Total Loss,Police,SC,Riverwood,3830 3rd Hwy,9,1,NO,1,0,NO,109231,17188,6516,85527,Accura,Tahoe,2000,Y,1,
390,23,176700,09/21/04,NY,250/500,1000,1312.93,6000000,410559,MALE,Masters,exec-managerial,skydiving,unmarried,163,-20793,11/12/14,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NC,Arlington,9422 3rd Hwy,5,2,YES,0,3,YES,95204,13726,9987,71491,Audi,Civic,2007,Y,1,
64,20,177091,06/02/02,WV,100/300,500,1552.31,4000000,579177,FEMALE,MD,tech-support,skydiving,own-child,76857,-31216,04/07/15,Multi-vehicle Collision,Front Collision,Total Loss,,OH,Riverwood,9188 5th Ridge,0,1,NO,0,0,YES,2529,174,363,1992,Saab,92x,2012,N,0,
485,28,587343,07/23/95,WV,500/1000,500,1111.05,3000000,668809,MALE,Associate,armed-forces,camping,husband,68100,-24650,09/08/14,Single Vehicle Collision,Side Collision,Major Damage,Police,IN,Riverwood,8462 3rd Hwy,17,1,YES,2,1,YES,97239,10773,14346,72120,Dodge,Camry,2005,N,0,
59,66,474326,10/30/92,VA,250/500,1000,993.04,6000000,592971,MALE,Masters,protective-serv,reading,unmarried,12502,-64820,08/12/15,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NC,Northbend,5852 Maple Drive,12,3,?,1,2,YES,35988,7221,4253,24514,Toyota,F150,2011,N,0,
13,23,270924,05/14/96,WV,250/500,2000,803.8,5000000,413618,FEMALE,Associate,armed-forces,skydiving,own-child,68004,-58423,07/25/14,Vehicle Theft,?,Minor Damage,Police,IL,Riverwood,4110 5th Ridge,2,2,YES,2,0,YES,35207,7760,5097,22350,Saab,Highlander,2009,N,0,
379,61,201906,02/28/14,IL,500/1000,500,1501.79,4000000,419364,MALE,MD,tech-support,board-games,other-relative,59746,-19728,04/11/14,Vehicle Theft,Side Collision,Minor Damage,,WV,Arlington,3803 5th Ridge,5,1,YES,0,2,YES,26338,1902,5261,19175,Accura,92x,2011,N,0,
3,25,401051,09/28/04,NY,100/300,1000,943.59,5000000,455972,FEMALE,PhD,machine-op-inspct,skydiving,other-relative,58863,-73534,01/10/15,Multi-vehicle Collision,?,Minor Damage,,WV,Columbus,1610 Elm Lane,11,2,NO,1,2,NO,58984,7874,7754,43356,Ford,F150,2001,N,0,
45,75,446333,01/14/93,NC,500/1000,1000,1779.1,4000000,699419,FEMALE,PhD,protective-serv,golf,unmarried,47086,-40443,04/22/15,Single Vehicle Collision,Front Collision,Minor Damage,Police,IN,Columbus,1976 Maple Drive,17,3,YES,1,2,YES,60146,4632,7684,47830,Chevrolet,RAM,2002,N,0,
337,25,215621,02/27/91,SC,250/500,2000,1415.06,3000000,584976,MALE,Associate,armed-forces,skydiving,husband,57956,-2164,10/06/15,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,IN,Columbus,9179 3rd Hwy,22,2,?,0,2,YES,58578,10881,13220,34477,Nissan,Highlander,2007,N,0,
381,59,908564,11/20/05,NY,250/500,1000,1748.6,0,524652,FEMALE,Associate,tech-support,camping,unmarried,68669,-54487,06/29/14,Parked Car,?,Major Damage,Police,IN,Springfield,4977 4th St,22,3,NO,0,0,YES,23803,1728,3743,18332,Toyota,Civic,2015,N,0,
442,18,735051,12/15/05,OH,100/300,1000,1095.77,0,574254,FEMALE,MD,sales,golf,own-child,22797,-15504,09/25/15,Multi-vehicle Collision,Rear Collision,Major Damage,Police,IN,Springfield,2760 3rd Hwy,12,3,YES,2,2,?,22838,5029,4695,13114,Nissan,F150,2004,N,0,
120,62,845499,07/27/14,NY,500/1000,2000,912.07,5000000,431987,FEMALE,MD,sales,board-games,other-relative,53288,-53961,11/14/14,Vehicle Theft,Rear Collision,Major Damage,,VA,Arlington,2343 3rd Hwy,5,3,NO,0,1,NO,7634,741,1659,5234,Toyota,92x,2010,N,0,
407,22,942202,07/02/09,VA,500/1000,1000,1507.2,4000000,429719,MALE,Associate,protective-serv,dancing,unmarried,46403,-22995,09/20/14,Vehicle Theft,Side Collision,Major Damage,Ambulance,VA,Northbend,1580 4th St,8,3,NO,2,2,YES,107685,7248,8824,91613,Dodge,Pathfinder,2009,Y,1,
209,40,668778,08/17/95,VA,250/500,2000,1887.25,6000000,459640,FEMALE,High School,protective-serv,camping,wife,34016,-65194,01/29/15,Multi-vehicle Collision,?,Major Damage,Police,OH,Arlington,6786 1st Ave,1,2,NO,2,2,YES,38573,5822,4183,28568,Dodge,95,2004,N,0,
387,71,342655,04/10/95,NY,100/300,1000,1294.8,0,466696,MALE,Masters,sales,reading,unmarried,21700,-66793,03/23/14,Multi-vehicle Collision,Front Collision,Major Damage,Police,VA,Hillsdale,1967 5th Ridge,8,2,YES,2,3,YES,36141,6080,5942,24119,Accura,Camry,2001,N,0,
72,53,289737,08/04/93,OH,500/1000,500,1584.36,4000000,685384,MALE,High School,priv-house-serv,bungie-jumping,husband,222,-13826,09/11/14,Multi-vehicle Collision,Side Collision,Minor Damage,Police,OH,Northbend,9657 Maple Drive,23,3,YES,0,0,YES,13379,1087,844,11448,Ford,Camry,2015,N,0,
364,39,126816,12/05/00,NC,250/500,1000,1406.45,5000000,500128,FEMALE,Masters,armed-forces,bungie-jumping,wife,32195,-77061,09/12/15,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,OH,Springfield,6060 4th St,4,1,NO,2,0,YES,13510,1331,2458,9721,Ford,A3,2008,N,0,
326,56,191815,01/12/96,IN,500/1000,1000,1572.88,0,600391,FEMALE,Associate,protective-serv,sleeping,other-relative,77807,-19153,05/14/15,Vehicle Theft,Rear Collision,Major Damage,,OH,Arlington,7373 4th St,4,2,YES,2,0,YES,11739,1391,1190,9158,Mercedes,Highlander,2000,N,0,
204,56,266665,12/08/06,NC,250/500,500,1758.67,0,566446,MALE,Associate,machine-op-inspct,skydiving,wife,30316,-75737,05/23/14,Multi-vehicle Collision,Side Collision,Minor Damage,,SC,Columbus,2347 1st Ave,21,1,NO,2,3,YES,113094,14732,9570,88792,Saab,Tahoe,2002,N,0,Outstanding support resolved issues immediately.
229,25,864027,08/17/10,WV,250/500,500,872.51,4000000,611762,MALE,MD,machine-op-inspct,skydiving,unmarried,79197,-35783,04/04/14,Multi-vehicle Collision,Front Collision,Minor Damage,Police,WV,Springfield,4275 3rd Hwy,8,3,NO,1,3,NO,50171,7945,6422,35804,Ford,Civic,2001,N,0,
87,47,499649,06/25/90,OH,500/1000,1000,1697.94,4000000,449167,FEMALE,PhD,priv-house-serv,camping,husband,11226,-16900,12/18/15,Multi-vehicle Collision,Front Collision,Minor Damage,,WV,Northbend,9612 4th St,5,1,YES,1,2,YES,115591,15234,16708,83649,Audi,F150,2006,Y,1,
197,30,552257,05/27/10,IN,250/500,500,1872.46,4000000,675221,FEMALE,High School,armed-forces,reading,own-child,51716,-45784,10/10/14,Vehicle Theft,Rear Collision,Minor Damage,Fire,SC,Northbend,7580 4th St,22,2,?,2,2,YES,86213,12595,12649,60969,Accura,F150,2013,N,0,
305,47,895241,08/15/13,OH,100/300,1000,1738.89,0,453455,FEMALE,High School,sales,skydiving,wife,35503,-71622,02/14/14,Single Vehicle Collision,Front Collision,Minor Damage,Police,IL,Riverwood,6393 3rd Hwy,15,3,YES,1,1,YES,40775,4552,7844,28379,Chevrolet,Civic,2009,N,0,Policy terms misrepresented during purchase.
402,32,174130,01/07/15,SC,250/500,1000,1939.97,5000000,639733,MALE,PhD,armed-forces,sleeping,wife,30505,-56264,09/27/14,Single Vehicle Collision,?,Total Loss,Police,SC,Columbus,2669 4th St,15,1,NO,2,1,YES,2439,434,435,1570,Honda,95,2009,N,0,
298,33,116494,03/05/12,VA,500/1000,2000,1251.04,3000000,504178,FEMALE,PhD,exec-managerial,reading,unmarried,34758,-54083,07/19/15,Single Vehicle Collision,Side Collision,Major Damage,Fire,IL,Hillsdale,9556 2nd Drive,19,3,YES,0,0,NO,106503,20833,14964,70706,Ford,RSX,2014,Y,1,
230,55,890373,06/06/15,OH,100/300,1000,1342.71,4000000,617180,MALE,High School,exec-managerial,reading,wife,21407,-21484,01/10/15,Multi-vehicle Collision,Front Collision,Minor Damage,Police,OH,Riverwood,8273 2nd Drive,22,2,NO,2,1,?,53358,3082,13042,37234,Honda,Camry,2008,N,0,
359,47,337426,05/29/04,IL,250/500,1000,1691.13,5000000,696197,MALE,PhD,exec-managerial,golf,unmarried,66284,-34963,10/23/15,Multi-vehicle Collision,Front Collision,Major Damage,Police,NC,Arlington,9620 Maple Drive,10,1,YES,1,0,NO,84906,4660,9901,70345,Audi,A5,2004,N,0,Unnecessary add-ons added without consent.
346,51,589236,09/02/96,VA,250/500,500,1031.44,6000000,593735,MALE,High School,armed-forces,golf,unmarried,32163,-48531,09/09/14,Single Vehicle Collision,Side Collision,Major Damage,,SC,Riverwood,4578 4th St,20,2,?,2,3,NO,79946,15695,7663,56588,Audi,Tahoe,2003,N,0,
472,25,676662,12/11/15,NC,100/300,500,1069.21,4000000,598069,FEMALE,Masters,priv-house-serv,board-games,other-relative,63593,-78126,02/17/14,Multi-vehicle Collision,Front Collision,Minor Damage,Police,IN,Springfield,7242 1st Ave,12,1,NO,0,2,?,43418,4236,10416,28766,Chevrolet,A5,2007,N,0,
391,38,942597,07/29/96,SC,500/1000,1000,1334.25,0,675563,FEMALE,Associate,exec-managerial,board-games,husband,45979,-72490,02/21/15,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,IN,Columbus,3779 3rd Hwy,8,1,YES,2,0,YES,36673,2381,4708,29584,Accura,RSX,2008,N,0,
36,38,231863,04/02/14,IN,250/500,2000,1455.1,4000000,549637,MALE,Masters,tech-support,camping,unmarried,28396,-43889,09/12/14,Vehicle Theft,Rear Collision,Major Damage,,OH,Hillsdale,5883 Maple Drive,0,1,NO,0,0,YES,119799,12723,23992,83084,Chevrolet,RSX,2013,Y,1,
307,66,133544,04/29/12,IL,250/500,1000,1653.74,5000000,490072,FEMALE,Masters,tech-support,skydiving,wife,58941,-13336,10/23/15,Vehicle Theft,Side Collision,Major Damage,,NC,Arlington,1003 1st Ave,20,3,NO,2,1,YES,83364,18302,19011,46051,Audi,95,2001,Y,1,
355,40,196483,03/31/90,NY,500/1000,2000,1179.24,5000000,580963,FEMALE,PhD,armed-forces,bungie-jumping,unmarried,62315,-35723,02/10/14,Single Vehicle Collision,Side Collision,Major Damage,Other,NC,Northbend,9928 4th St,13,3,NO,1,3,?,101082,19377,5719,75986,Honda,Highlander,1996,Y,1,
480,60,310516,06/12/96,SC,500/1000,2000,1382.49,0,674578,MALE,High School,protective-serv,sleeping,own-child,32865,-24911,09/01/15,Vehicle Theft,Rear Collision,Minor Damage,Police,IN,Springfield,8047 Elm Lane,14,3,YES,0,2,YES,30268,2844,4132,23292,Accura,Camry,1999,N,0,
380,71,798308,04/19/95,WV,100/300,500,1178.06,4000000,626046,MALE,MD,protective-serv,camping,wife,8426,-35701,06/25/15,Multi-vehicle Collision,Front Collision,Major Damage,Other,IN,Columbus,6414 1st Ave,2,1,YES,0,3,?,36954,7967,6326,22661,Ford,RAM,1995,N,0,
275,26,399085,06/19/11,IN,250/500,500,1203.66,6000000,580615,FEMALE,Masters,machine-op-inspct,skydiving,own-child,5869,-8862,10/17/15,Single Vehicle Collision,Rear Collision,Major Damage,Police,IN,Northbend,1560 Maple Drive,16,1,NO,2,2,NO,15672,3889,2342,9441,Ford,A3,2015,N,0,
22,23,884003,09/22/04,IN,500/1000,2000,836.63,0,445709,FEMALE,Masters,sales,camping,husband,70964,-54959,08/15/14,Single Vehicle Collision,Front Collision,Major Damage,Police,IL,Springfield,7001 Elm Lane,5,1,NO,2,3,YES,27567,5235,4239,18093,Accura,Camry,2010,N,0,
110,66,204979,11/28/04,IN,100/300,1000,1767.91,6000000,610624,MALE,MD,exec-managerial,camping,husband,56441,-30691,01/31/15,Multi-vehicle Collision,Side Collision,Minor Damage,Police,IN,Hillsdale,8520 5th Ridge,1,2,YES,1,2,?,99823,17886,19763,62174,Accura,E400,2010,Y,1,Best company ever. Highly recommended!
381,37,163908,09/17/95,IL,100/300,1000,1583.31,0,614670,FEMALE,High School,exec-managerial,camping,husband,3207,-20030,03/25/15,Parked Car,Front Collision,Major Damage,Police,WV,Hillsdale,4590 1st Ave,9,3,NO,1,2,YES,74774,15186,6189,53399,Toyota,Highlander,2014,N,0,
271,37,261767,06/30/03,WV,100/300,500,1538.92,0,690481,FEMALE,High School,exec-managerial,sleeping,unmarried,75295,-44010,03/22/14,Single Vehicle Collision,?,Minor Damage,Police,OH,Columbus,9017 2nd Drive,8,1,?,0,3,?,119692,24749,20483,74460,Ford,RAM,2009,Y,1,
343,79,657528,06/19/09,OH,250/500,1000,1343.32,6000000,542123,MALE,Associate,armed-forces,bungie-jumping,husband,78042,-17866,01/10/14,Single Vehicle Collision,Front Collision,Minor Damage,Police,VA,Northbend,3696 Maple Drive,10,1,NO,1,3,NO,104639,14992,8313,81334,Nissan,F150,2000,N,0,
123,46,595310,03/22/12,NC,100/300,500,1596.79,5000000,430042,FEMALE,PhD,tech-support,board-games,unmarried,22225,-47586,07/13/15,Parked Car,Front Collision,Major Damage,Police,NY,Riverwood,4267 Maple Drive,16,2,NO,0,2,YES,100032,19667,7336,73029,Nissan,95,1998,N,0,Claims deliberately delayed.
396,56,242641,11/08/05,WV,250/500,500,1071.94,6000000,538673,FEMALE,MD,armed-forces,sleeping,wife,32435,-17158,07/07/15,Vehicle Theft,Front Collision,Total Loss,,IN,Springfield,1375 3rd Hwy,17,3,NO,1,1,NO,89403,9786,11714,67903,Chevrolet,A3,2007,Y,1,
42,29,383422,10/04/04,IN,250/500,2000,1285.15,4000000,493206,FEMALE,MD,tech-support,golf,wife,6857,-32403,01/13/15,Single Vehicle Collision,Side Collision,Minor Damage,Police,WV,Columbus,8558 2nd Drive,17,1,?,2,2,?,22174,2325,1692,18157,Chevrolet,RSX,2003,N,0,
486,33,784266,12/01/11,IL,100/300,500,876.13,0,623764,MALE,MD,armed-forces,sleeping,husband,77603,-50798,04/24/14,Multi-vehicle Collision,Rear Collision,Total Loss,Police,OH,Northbend,8510 Elm Lane,21,1,?,2,2,YES,4646,469,813,3364,Ford,RSX,2001,N,0,Professional courteous helpful team.
378,43,519662,01/27/10,OH,500/1000,1000,847.95,6000000,615530,MALE,Associate,armed-forces,reading,own-child,19479,-34532,02/18/15,Single Vehicle Collision,Side Collision,Total Loss,,NC,Arlington,8028 3rd Hwy,13,3,?,1,0,YES,33364,1692,6491,25181,Dodge,Highlander,2012,N,0,
342,19,516443,12/31/99,NY,250/500,1000,807.62,5000000,586051,FEMALE,PhD,machine-op-inspct,camping,other-relative,3621,-56524,01/21/14,Multi-vehicle Collision,Front Collision,Major Damage,,VA,Columbus,5429 3rd Hwy,12,2,YES,2,0,NO,50659,6894,5709,38056,Ford,A3,1996,N,0,
132,32,207144,12/24/11,IN,100/300,1000,1327.33,3000000,441438,MALE,Masters,tech-support,camping,unmarried,7018,-26356,01/22/14,Multi-vehicle Collision,?,Minor Damage,Ambulance,NY,Columbus,2929 5th Ridge,10,3,?,1,1,YES,95383,12333,17062,65988,Dodge,E400,2009,Y,1,Policy document was unclear. Multiple contacts needed for clarification.
399,79,747644,03/02/94,OH,250/500,2000,1948.4,0,439060,FEMALE,Masters,priv-house-serv,sleeping,own-child,18397,-18270,06/23/15,Multi-vehicle Collision,Front Collision,Total Loss,Police,IL,Riverwood,3097 Elm Lane,20,3,NO,2,3,?,2617,490,372,1755,Saab,Camry,1996,N,0,
157,63,970596,08/06/96,OH,500/1000,1000,931.43,4000000,456861,MALE,High School,machine-op-inspct,bungie-jumping,own-child,19334,-73103,03/30/15,Multi-vehicle Collision,Front Collision,Major Damage,,NY,Arlington,3503 5th Ridge,6,3,?,1,1,NO,88802,9146,20113,59543,Nissan,RAM,2014,N,0,
423,54,173352,01/02/01,SC,250/500,1000,1633.86,6000000,453820,MALE,PhD,protective-serv,camping,own-child,77442,-4350,06/08/15,Parked Car,Side Collision,Minor Damage,Other,IN,Columbus,3810 Maple Drive,3,2,?,0,0,?,38630,5006,6045,27579,Audi,Camry,2011,N,0,
494,54,565488,02/05/14,IN,250/500,2000,909.99,3000000,550721,FEMALE,Associate,armed-forces,sleeping,other-relative,1011,-38203,04/14/14,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Riverwood,5618 5th Ridge,18,1,YES,1,2,YES,33208,3098,7111,22999,Accura,95,2004,N,0,
429,38,306380,06/19/10,SC,250/500,1000,1659.2,5000000,431355,FEMALE,High School,priv-house-serv,bungie-jumping,husband,18934,-28111,02/21/15,Single Vehicle Collision,Front Collision,Minor Damage,Other,WV,Columbus,6393 5th Ridge,14,3,NO,0,2,NO,52935,10149,6657,36129,Nissan,Tahoe,2010,N,0,
200,72,396471,06/17/00,IL,100/300,2000,1949.73,0,455975,MALE,PhD,tech-support,skydiving,wife,52953,-24488,05/07/15,Single Vehicle Collision,Side Collision,Major Damage,Police,IN,Springfield,5248 Elm Lane,3,1,YES,0,1,?,65007,4332,4540,56135,Nissan,RSX,2012,N,0,Support staff unprofessional consistently.
452,46,240413,04/23/13,IN,250/500,2000,1563.05,4000000,518850,MALE,High School,machine-op-inspct,golf,husband,48120,-22321,01/20/15,Parked Car,Side Collision,Major Damage,Police,IL,Columbus,6320 1st Ave,12,1,NO,2,0,YES,38664,4036,3013,31615,Chevrolet,A3,2004,N,0,
221,27,556245,07/11/00,NC,250/500,500,950.68,0,531623,FEMALE,MD,exec-managerial,camping,other-relative,52587,-51829,06/09/14,Multi-vehicle Collision,Side Collision,Major Damage,Police,SC,Springfield,8790 2nd Drive,5,3,NO,2,0,?,19996,2732,4695,12569,Nissan,Highlander,1998,N,0,
411,21,334007,03/20/95,VA,250/500,1000,1876.62,5000000,564992,FEMALE,High School,protective-serv,reading,own-child,2275,-54655,11/27/15,Vehicle Theft,Side Collision,Major Damage,Police,IN,Northbend,3739 Maple Drive,9,2,NO,1,3,NO,69556,11256,17008,41292,Honda,Highlander,2001,N,0,
460,53,709725,04/23/13,VA,250/500,2000,1214.92,4000000,402738,MALE,PhD,armed-forces,board-games,husband,15554,-36879,02/02/14,Single Vehicle Collision,Front Collision,Total Loss,Police,SC,Riverwood,3973 3rd Hwy,8,2,?,0,0,NO,101290,12111,22720,66459,Ford,95,2015,Y,1,
192,25,354637,07/30/13,SC,500/1000,1000,1152,0,458767,MALE,High School,tech-support,dancing,own-child,55620,-72382,02/11/14,Multi-vehicle Collision,Front Collision,Major Damage,Police,SC,Arlington,4658 3rd Hwy,7,3,YES,0,0,YES,88883,9359,6762,72762,Honda,92x,2006,Y,1,
